Name,Description,NumberOfCheckboxes,NumberAlreadyCompleted,SectionID,GameID,ListOrder,LongDescription,Hidden
Gradient Fighter,25% Increased damage with Gradient Attacks,1,0,160,11,119,"Lumiere (Lumiere's Gardens)\nWhen you start walking the main path after the flag, turn on the second set of staircases to the left to find a Pictos by some enemies.",0
Faster Than Strong,"Always play twice in a row, but deal 50% less damage",1,0,160,11,120,Lumiere (Lumiere's Gardens)\nFight Creation at the end of the garden path to get this.,0
Draining Cleanse,"Consume 1 AP to prevent Status Effects application, if possible.",1,0,160,11,121,"The Reacher (Entrance)\nAfter you grapple and use a magic rope, look right to see the Pictos behind enemies.",0
Sniper,First Free Aim shot each turn deals 200% increased damage and can Break,1,0,160,11,122,The Reacher (Mountain)\nFight the first group of monsters after the flag.,0
Charging Counter,+10% of a Gradient Charge on Counterattack.,1,0,160,11,123,"The Reacher (Mountain)\nBefore the second hot air balloon ride, look to the left to find handholds leading to a side area. You'll find the Pictos at the end of it.",0
Charging Attack,+15% of a Gradient Charge on Base Attack,1,0,160,11,124,"The Reacher (Mountain)\nBefore the second hot air balloon ride, look to the left to find handholds leading to a side area. You'll find the Pictos at the end of it.",0
Protecting Tint,Healing Tints also apply Shell,1,0,160,11,125,The Reacher (Foggy Area)\nCross the second wooden bridge and then turn right.,0
Anti-Blight,Immune to Blight,1,0,160,11,126,"The Reacher (Foggy Area)\nHead to the path on the left to find a hot air balloon ride, and speak to the nearby Merchant. 67,350 Chroma.",0
Exposing Break,Apply Defenceless on Break,1,0,160,11,127,"The Reacher (Foggy Area)\nHead to the path on the left to find a hot air balloon ride, and speak to the nearby Merchant. 53,880 Chroma.",0
Charging Weakness,15% of a Gradient Charge on hitting a Weakness. Once per turn.,1,0,160,11,128,"The Reacher (Foggy Area)\nHead to the path on the left to find a hot air balloon ride, and speak to the nearby Merchant. 53,880 Chroma.",0
Tainted,15% Increased damage for each Status Effect on self,1,0,160,11,129,"The Reacher (Foggy Area)\nHead to the path on the left to find a hot air balloon ride, and speak to the nearby Merchant. 49,391 Chroma.",0
Healing Boon,Heal 15% HP on applying a buff,1,0,160,11,130,The Reacher (Foggy Area)\nHead to the path on the left to find a hot air balloon ride. Use the grappling points afterwards to find a magic rope leading down to a Pictos.,0
Energising Rush,Give 2 AP on applying Rush,1,0,160,11,131,"Endless Tower\nComplete Stage 2, Trial 3",0
Charging Critical,+20% Gradient Charge on Critical Hit. Once per turn,1,0,160,11,132,"Endless Tower\nComplete Stage 5, Trial 3",0
Critical Weakness,25% increased Critical Chance on Weakness,1,0,160,11,133,"Endless Tower\nComplete Stage 6, Trial 3",0
Rush on Powerful,Apply Rush on applying Powerful,1,0,160,11,134,"Endless Tower\nComplete Stage 9, Trial 3",0
Greater Powerless,+15% to Powerless damage reduction,1,0,160,11,135,"Endless Tower\nComplete Stage 10, Trial 3",0
Anti-Burn,Immune to Burn,1,0,160,11,136,"Flying Manor - Central Plaza\nFrom the Flag, run towards the faded boy to find a staircase past him. Take it down to find a magic rope that leads to an elevator. Fight the giant rock monster (Gargant)",0
Charging Alteration,+10% of a Gradient Charge on applying a buff. Once per turn.,1,0,160,11,137,"Flying Manor - Central Plaza\nFrom the Flag, run towards the faded boy to find a staircase past him. Take it down to find a magic rope that leads to an elevator and a new area. Run down the stairs, head towards the left to find a grapple point. Follow the path and grapple to reach the Pictos.",0
Energetic Healer,+2 AP when healing an ally,1,0,160,11,138,Flying Manor - Central Plaza\nThe Picto can be found on the ledge to the left after riding the rope up in the lower section of Flying Manor.,0
Painter,Convert all Physical damage to Void damage,1,0,160,11,139,"Flying Manor - Central Plaza\nFrom the Flag, go towards the grapple point leading to the big locked door. Look to the right to find a large picture frame you can walk on. It'll lead to a new area. You'll find this Picto on one of the upper walkways.",0
Powerful Revive,Apply Powerful for three turns when Revived,1,0,160,11,140,Flying Manor - Central Plaza\nBeat the Dualliste and then go to the upper area near where you fought him to find a grapple point leading to a Paint Cage containing the Pictos.,0
Empowering Break,Gain Powerful on Breaking a target,1,0,160,11,141,"Flying Manor - Central Plaza\nTake the elevator right next to the Flag. When you get up, follow the path and hug the left to find a magic rope. Stay on the left and find a grapple that leads to the Pictos behind a monster",0
Accelerating Shots,20% chance to gain Rush on Free Aim shot,1,0,160,11,142,"Flying Manor - Central Plaza\nTake the elevator right next to the Flag. When you get up, follow the path and then once it splits into three, head on the left path to find a merchant.",0
Gradient Breaker,50% increased Break damage when using Gradient attacks,1,0,160,11,143,"Flying Manor - Central Plaza\n(1) Take the elevator right next to the Flag. When you get up, follow the path and then once it splits into three, head on the left path to find a merchant. (2) You can find the Gradient Break Pictos in a small cave along one of the paths behind the Grandis NPC at Endless Night Sanctuary.",0
Break Specialist,"Break damage is increased by 50%, but base damage is reduced by 20%",1,0,160,11,144,"Flying Manor - Central Plaza\nTake the elevator right next to the Flag. When you get up, follow the path and then once it splits into three, head on the left path to find a merchant.",0
Slowing Break,Apply Slow on Break,1,0,160,11,145,"Flying Manor - Central Plaza\nTake the elevator right next to the Flag. When you get up, follow the path and then once it splits into three, head on the left path to find a merchant.",0
Energising Shots,20% chance to gain 1 AP on Free Aim shot,1,0,160,11,146,Flying Manor - Central Plaza\nDefeat Goblu as part of the challenge (take the elevator next to the flag). The Pictos will be next to Goblu.,0
Clea's Life,"On turn start, if no damage taken since last turn, recover 100% health",1,0,160,11,147,Flying Manor - Central Plaza\nDefeat Clea at the end of Flying Manor.,0
SOS Rush,Apply Rush when falling below 50% Health.,1,0,160,11,148,"Falling Leaves - Resinveil Groove\nFrom Journal 35, turn around and walk along the stone path. Look to the right for the Pictos.",0
Beneficial Contamination,+2 AP on applying a Status Effect. Once per turn.,1,0,160,11,149,"Falling Leaves - Resinveil Groove\nLeft from the flag, grapple across and follow the path to a Merchant.",0
Greater Slow,+15% to Slow Speed reduction,1,0,160,11,150,Sky Island - Entrance\nFind a staircase at the end of this small map.,0
In Medias Res,"+3 Shields on Battle Start, but max health is halved",1,0,160,11,151,Dark Shores - Bloodied Beach\nRun straight past the flag to the end of the area to find this surrounded by enemies.,0
Energising Revive,+3 AP to all Allies when revived,1,0,160,11,152,Stone Wave Cliffs Cave\nBeat the Chromatic Hexga at the end.,0
Exhausting Power,50% increased damage if exhausted,1,0,160,11,153,Stone Wave Cliffs Cave\nBeat the Chromatic Hexga at the end. Look to the left of it.,0
Solidifying,+2 Shields when the character's Health falls below 50%. Once per battle.,1,0,160,11,154,"Sacred River\nBuy from Merchant for 67,350 Chroma.",0
Critical Stun,100% on Critical Chance on hitting a Stunned target,1,0,160,11,155,"Sacred River\nBuy from Merchant for 53,880 Chroma.",0
First Offensive,First hit dealt and taken deals 50% more damage.,1,0,160,11,156,Abbest Cave\nBeat Chromatic Abbest,0
Energising Attack I,+1 AP on base attack,1,0,160,11,157,Painting Workshop\nSolve the Painting Workshop mystery and defeat the Lampmaster,0
The One,Max Health is reduced to 1,1,0,160,11,158,Sunless Cliffs\nBeat the Mime at the Portal.,0
Base Shield,+1 Shield if not affected by any Shield on turn start,1,0,160,11,159,The Chosen Path\nDefeat the mirror challenges and enter the double doors up the staircase.,0
Pro Retreat,Allows Flee to be instantaneous,1,0,160,11,160,Camp\nFind all nine Lost Gestrals for Sastro,0
Burning Break,Apply 3 burn stacks on Breaking a target,1,0,160,11,161,"Frozen Hearts - Glacial Falls\nIf you're facing the bells near the flag, turn right and hug the wall. Run up the cliff, and then you'll see the Pictos across the way that you can jump to by using a frozen bell.",0
Burn Affinity,25% increased damage on Burning targets,1,0,160,11,162,"Frozen Hearts - Glacial Falls\nFrom the Flag, look out towards the flaming enemies to see a magic rope. Take it up to find an area with some Chroma. Follow the path up there to find a grappling hook. Use the handholds and then jump to a path on the right to find another grapple point leading to the Pictos.",0
Death Bomb,"On Death, deal damage to all enemies.",1,0,160,11,163,"Yellow Harvest - Harvester's Hollow\nPass the flag and head to the right of the tall stone statue. There is a short path to the right of the long ramp, and the Pictos is at the end.",0
Auto Death,Kill self on battle start,1,0,160,11,164,"Yellow Harvest (Harvester's Hollow)\nBuy from nearby Merchant for 5320 Chroma. From the flag, head towards the right to find a slope that leads to an area with blue lamps. You'll find a grapple point.",0
Teamwork,10% increased damage while all allies are alive,1,0,160,11,165,"Yellow Harvest (Harvester's Hollow)\nFrom the flag, go straight into the large clearing. Stay on the right until you find a large slope that leads to an area with lamps. Use the grapple point at the end to find a Merchant.",0
Quick Break,Play again after Breaking a target,1,0,160,11,166,Renoir's Drafts - Entrance\nHook a left after passing the flag to find a grapple point.,0
Aegis Revival,+1 Shield after being revived,1,0,160,11,167,Renoir's Drafts - Entrance\nFollow the main path until you reach the fading man. Walk down the slope on the right once you pass him. Hook a left before entering the round gate to find a slope that leads to a grapple point and a Merchant.,0
Charging Burn,+20% of a Gradient Charge on applying Burn. Once per turn.,1,0,160,11,168,Renoir's Drafts - Entrance\nFollow the main path until you reach the fading man. Walk down the slope on the right once you pass him. Hook a left before entering the round gate to find a slope that leads to a grapple point and a Merchant. Jump on the bridge behind the Merchant.,0
Recovery,Recovers 10% Health on turn start,1,0,160,11,169,Red Woods\nDonate Chroma to help Benisseur.,0
Combo Attack III,Base Attack has 1 extra hit,1,0,160,11,170,Dark Gestral Arena\nComplete the Dark Gestral Arena,0
Auto Powerful,Apply Powerful for 3 turns on battle start,1,0,160,11,171,Floating Cemetery\nFight the Chalier.,0
Survivor,Survive fatal damage with 1 Health. Once per battle.,1,0,160,11,172,Monoco's Station\nDeliver the Eternal Ice to the Grandis Trader nearby.,0
Greater Rush,+25% Rush Speed increase BOM,1,0,160,11,173,"Monoco's Station\nThe Greater Rush Pictos is purchasable from the Grandis merchant in Monoco's Station for 85,750 Chroma after retrieving the Eternal Ice from the Gargant in Frozen Hearts.",0
Shielding Death,"On death, allies gain 3 Shield points.",1,0,160,11,174,The Crows\nBeat the Chromatic Chapelier at The Crows (shoot all the crows),0
Powerful Shield,10% Increased damage per Shield Point on self.,1,0,160,11,175,Endless Night Sanctuary\nPurchase from the Merchant.,0
Powerful Heal,Healing an ally also applies Powerful for 1 turn.,1,0,160,11,176,Endless Night Sanctuary\nPurchase from the Merchant.,0
Protecting Attack,Gain Shell for 1 turn on Base Attack,1,0,160,11,177,Endless Night Sanctuary\nPurchase from the Merchant.,0
Charging Mark,+20% of a Gradient Charge on hitting a Marked target. Once per turn,1,0,160,11,178,Endless Night Sanctuary\nPurchase from the Merchant.,0
Accelerating Tint,Healing Tints also apply Rush,1,0,160,11,179,Endless Night Sanctuary\nPurchase from the Merchant.,0
Shell On Rush,Apply Shell on applying Rush,1,0,160,11,180,Endless Night Sanctuary\nPurchase from the Merchant.,0
Anti-Freeze,Immune to Freeze,1,0,160,11,181,Frozen Hearts\nCan be obtained upon destroying the Paint Cage in Glacial Falls past the Manor entrance.,0
"Critical Break 
",25% increased Break damage on Critical Hits.,1,0,160,11,182,The Continent\nYou can find the Pictos by destroying a Paint Spike on a beach northeast of The Reacher.,0
Critical Vulnerability,25% increased Critical Chance on Defenceless enemies.,1,0,160,11,183,The Continent\nYou can find the Pictos surrounded by Nevrons in an abandoned camp northwest of the Floating Cemetary.,0
Effective Support,+2 AP on using an item.,1,0,160,11,184,The Continent\nYou can find Effective Support Pictos surrounded by Nevrons northeast of Sirene.,0
Energising Burn,+1 AP on applying Burn. Once per turn.,1,0,160,11,185,Frozen Hearts\nEnergising Burn is obtained as a drop by defeating Chromatic Veilleur found at Frozen Hearts.,0
Energising Stun,+1 AP on hitting a Stunned target with a Skill.,1,0,160,11,186,Flying Manor\nEnergising Stun is obtained as a reward for solving a Painted Cage puzzle in the Flying Manor area.,0
Marking Break,Apply Mark on Break.,1,0,160,11,187,Endless Night Sanctuary\nPurchase from the Merchant.,0
Powerful Mark,Gain Powerful on hitting a Marked enemy.,1,0,160,11,188,Flying Manor\nYou can find the Powerful Mark Pictos being guarded by two Steel Chevalieres on a platform in the Goblu boss area.,0
Powerful Shots,20% chance to gain Powerful on Free Aim shot.,1,0,160,11,189,Gestral Village\nYou can find the Powerful Shots Pictos by breaking a Paint Spike near the Gestral doctor.,0
Rejuvenating Revive,Apply Regen for 3 turns when revived.,1,0,160,11,190,Stone Wave Cliffs\nYou can get the Rejuvenating Revive Pictos after breaking a Paint Spike in the Old Farm area.,0
Shielding Tint,Healing Tints also add 2 Shields.,1,0,160,11,191,The Continent\nThis can be found on the ground under wooden crates near the Bourgeon southeast of Forgotten Battlefield (requires Esquie flight).,0
Protecting Shots,20% chance to gain Shell on Free Aim shot.,1,0,160,11,192,"Flying Manor\nAfter entering the Flying Manor, go down the first flight of stairs facing the Nevron statue, then turn right and jump off the staircase leading to a cliff.
Go down the rope and continue walking to the right. You'll find the Pictos sitting on the edge of a broken picture frame.",0
Gradient Break,,1,0,160,11,193,"Endless Night Sanctuary\nThe Gradient Break Pictos can be found in a tiny alcove in the passage between the two paths past the behind the Grandis Engineer in Endless Night Sanctuary. 

",0
Fracture Survivor,"Old Lumiere\nFrom the Left Street, make your way down the path through the broken doorway then continue to the second open field. Take the path on the right and drop down inside the large broken pipe, use the Old Key on the gate and pick up the journal",1,0,161,11,1,,0
Expedition 34,The Crows\nFound to the right of the Entrance,1,0,161,11,2,,0
Expedition 35,Falling Leaves\nFound next to the bridge leading to the Chromatic Ballet within the Resinveil Grove,1,0,161,11,3,,0
Expedition 36,White Tree\nFound to the right at the base of the tree upon entering White Tree,1,0,161,11,4,,0
Expedition 37,"Gestral Beach\nLocated east to The Sunless Cliffs, requieres Esquie's ability to fly",1,0,161,11,5,,0
Expedition 38,Yellow Harvest\nFound by a few corpses surrounded by lit lamps on a cliffside to the right of the Harverster's Hollow section,1,0,161,11,6,,0
Expedition 39,"Visages\nIn the Sadness Vale area, after picking up the Energy Tint Shard, head to the other path and climb up the ledge",1,0,161,11,7,,0
Expedition 40,"The Continent\nExit Sirene and swim toward The Monolith, pick up the Journal in the upper left corner of the isle, next to the Merchant Granasori",1,0,161,11,8,,0
Expedition 41,"Forgotten Battlefield\nIn the Battlefield section, go to the trenches on the right side of the Fading Woman. On the left side, you can find a small area containing the journal",1,0,161,11,9,,0
Expedition 42,"Old Lumiere\nFrom the Manor Gardens, head to the upper right corner to find a new path. Follow it and take the rope down, pick up journal at the end of the path",1,0,161,11,10,,0
Expedition 43,"The Continent\nFound in an abandoned expedition camp, on an island northeast of the Coastal Cave",1,0,161,11,11,,0
Expedition 44,"Yellow Harvest\nFrom the Harvester's Hollow, continue ahead towards the path on the left. Past the slope on the right, you will find a corpse holding a lit lamp on the left with the Journal",1,0,161,11,12,,0
Expedition 45,"Crushing Cavern\nAfter defeating the Giant Sapling, head into the tunnel ahead until you reach the fork path. Take the left path and pick up Journal",1,0,161,11,13,,0
Expedition 46,Sirene's Dress\nFound by some rubble across the arena where you fight the Chromatic Glissando,1,0,161,11,14,,0
Expedition 47,"The Continent\nFound beside a collapsed structure, near the merchant Carnovi",1,0,161,11,15,,0
Expedition 48,Stone Quarry\n,1,0,161,11,16,,0
Expedition 49,"Falling Leaves\nComplete the Fading Spirit Quest to open the gate, continue up the path and make your way up to the cliff to find the journal by a set of broken stairs.",1,0,161,11,17,,0
Expedition 50,"Stone Wave Cliffs\nFrom the Paintress Shrine, head down the path on the right and cross the bridge. Take the path on the left and pick up the journal",1,0,161,11,18,,0
Expedition 51,"Frozen Hearts\nFrom the Icebound Train Station, cross the tracks and make your way up the hill. Once you reach the top where you see the end of a train, turn right into a crack in the wall to find journal",1,0,161,11,19,,0
Expedition 52,Gestral Village\nFound on a narrow path near the Gestral Doctor,1,0,161,11,20,,0
Expedition 53,The Small Bourgeon\nFound at the end of the path to the left of the Bourgeon,1,0,161,11,21,,0
Expedition 54,"Stone Wave Cliffs Cave\nFound on the right side of the Arena, where you fight the Chromatic Hexga",1,0,161,11,22,,0
Expedition 55,"Sirene\nFrom the Dancing Classes, continue down the path and up the stairs to the plaza filled with enemies. To the right, you can find the journal",1,0,161,11,23,,0
Expedition 56,"Stone Wave Cliffs\nFrom the Entrance, head down the path and through the broken airship, use your grappling hook to reach the other side. Head down the path and head down on the left path. Take out the enemy and pick up the journal at the base of the statue",1,0,161,11,24,,0
Expedition 57,"Forgotten Battlefield\nIn the Battlefield section, you can find an open area after passing through the Paint Cage. In the middle of the field, you can find the journal",1,0,161,11,25,,0
Expedition 58,"Old Lumiere\nFound within a cutscene when playing as Lune, Sciel, and Monoco past the Left Street",1,0,161,11,26,,0
Expedition 59,"Yellow Harvest\nFrom the Yellow Spire Wrecks, head left into a cave to find the journal by the structure in the middle",1,0,161,11,27,,0
Expedition 60,"Lumiere\nFound if you interact with the ledge on the right outside the opera house. Ask Esquie to bring an item to the surface, and you will obtain the journal",1,0,161,11,28,,0
Expedition 61,"The Reacher\nFrom the Foggy Area, cross the bridge and go straight ahead to the lit areas on the upper portion of the field. Proceed through the cave to find journal",1,0,161,11,29,,0
Expedition 62,The Continent\nFound at a camp to the left of the beach behind Gestral Village,1,0,161,11,30,,0
Expedition 63,Ancient Sanctuary\nFound by a fork in the path in the Sanctuary Maze section near a Paint Cage,1,0,161,11,31,,0
Expedition 64,"The Continent\nFound on a camp along the path to the left of the entrance to The Meadows, you will need Esquie's swim ability to reach this area",1,0,161,11,32,,0
Expedition 65,"Monoco's Station\nAfter defeating the Stalact, head into the station past Monoco's Station flag. Cross the tracks at the end of the path and turn left to find the journal",1,0,161,11,33,,0
Expedition 66,Esquie's Nest\nFound at a camp on the fork of the path after Esquie joins your party,1,0,161,11,34,,0
Expedition 67,Sirene\nFound by a pile of boxes after being transported past the Crumbling Path flag,1,0,161,11,35,,0
Expedition 68,"Flying Waters\nGo through the main path in the Coral Cave, you can find the journal lying on the ground at the path with lanterns at the beginning",1,0,161,11,36,,0
Expedition 69,"Visages\nIn the Joyful Vale section, you can find the journal behind enemies on the left path",1,0,161,11,37,,0
Expedition 70,"The Monolith\nFrom the Tainted Lumiere, head down to the main square and follow the path behind the statue. Grapple across the next area and continue making your way through the broken streets. At the fork of the road, head straight and go behind the flower stalls on the right. Take the right turn, grapple across through the floating islands, take out the enemies and get behind the building to pick up the journal",1,0,161,11,38,,0
Expedition 78,"Stone Wave Cliffs\nFrom the Entrance, head down the path and take the top up on the right. Once you reach the top, you can find the journal on the right",1,0,161,11,39,,0
Expedition 81,Spring Meadows\nPicked up during a cutscene when Lune and Gustave find Jar for the first time,1,0,161,11,40,,0
Expedition 84,The Fountain\nRequires Esquie's fly ability to reach the location. Can be found on the path to the right of the fountain,1,0,161,11,41,,0
Julie Search and Rescue,"The Continent\nFound beside a collapsed tent, west of the Forgotten Battlefield. To reach this area, you’ll need to progress the story far enough to Fly",1,0,161,11,42,,0
Simon,The Abyss\nFound in the middle of the area after defeating Simon,1,0,161,11,43,,0
Aline,"The Manor\nEnter The Manor from the entrance in the Tainted Battlefield in The Monolith to reach the Garden, the journal can be found by the statue in the center",1,0,161,11,44,,0
Renoir,"The Manor\nEnter The Manor from the entrance in Old Lumiere, and exit the bathroom to a bedroom. The Journal can be found on the nightstand",1,0,161,11,45,,0
Unkown 1,"The Manor\nFound inside a bedroom in The Manor, which can be accessed from the Visages",1,0,161,11,46,,0
Unkown 2,"The Manor\nFound inside a room in The Manor, which can be accessed from The Reacher",1,0,161,11,47,,0
Unkown 3,"The Manor\nPlace the Manor Family Canvas quest item on the empty frame in The Manor to unlock the Painting Room. There's an empty frame just by the stairs on the east wing of the manor, near the flag",1,0,161,11,48,,0
Verso,"The Continent\nLocated just by the foot of a destroyed building west to Stone Quarry. Requires Esquie's swim ability and destroy coral reefs to reach it, or his Fly ability",1,0,161,11,49,,0
Gustave - Baguette,Spring Meadows (Missable),1,0,164,11,1,Defeat the Mime,0
Gustave - Bun,"Lumiere (Prologue, Missable)",1,0,164,11,2,Obtained by giving a Festival Token to Amandine during the Expedition Festival,0
Gustave - Charming,The Continent (Missable),1,0,164,11,3,Can be purchased from Jumeliba for 500 Chroma,0
Gustave - Curly,The Continent (Missable),1,0,164,11,4,Can be purchased from Jumeliba for 500 Chroma,0
Gustave - Expedition White,"Lumiere (Act III, Missable)",1,0,164,11,5,Choose the Maelle ending,0
Gustave - Flowers,DLC,1,0,164,11,6,Deluxe Edition DLC,0
Gustave - Gestral,Gestral Village (Missable),1,0,164,11,7,"Sold by the merchant Delsitra for 1,000 Chroma",0
Gustave - Gustave,Default,1,0,164,11,8,Default haircut,0
Gustave - Short,The Continent (Missable),1,0,164,11,9,Can be purchased from Carrabi for 500 Chroma,0
Gustave - Renoir,Lumiere (Act III),1,0,164,11,10,Defeat Renoir,0
Lune - Artist,The Continent,1,0,164,11,11,"Can be purchased from Blabary for 3,000 Chroma",0
Lune - Baguette,Ancient Sanctuary,1,0,164,11,12,Defeat the Mime,0
Lune - Bald,Sunless Cliffs,1,0,164,11,13,Defeat the Mime as Lune,0
Lune - Braid,The Continent,1,0,164,11,14,Can be purchased from Appla for 1000 Chroma,0
Lune - Clea,Endless Tower,1,0,164,11,15,"Rewarded for completing Stage 3, Trial 3",0
Lune - Double Braid,The Continent,1,0,164,11,16,Can be purchased from Granasori for 3000 Chroma,0
Lune - Flowers,DLC,1,0,164,11,17,Deluxe Edition DLC,0
Lune - French Bob,The Continent,1,0,164,11,18,Can be purchased from Strabami for 3000 Chroma,0
Lune - Gestral,Camp,1,0,164,11,19,Rewarded by Sastro for finding 2 out of 9 Lost Gestrals,0
Lune - Half Ponytail,The Continent,1,0,164,11,20,Can be purchased from Rederi for 2000 Chroma,0
Lune - Lune,Default,1,0,164,11,21,Default haircut,0
Lune - Messy Bun,The Continent,1,0,164,11,22,Can be purchased from Papasso for 3000 Chroma,0
Lune - Ponytail,The Continent,1,0,164,11,23,Can be purchased from Blackora for 3000 Chroma,0
Lune - Rebellious White,Endless Tower,1,0,164,11,24,"Rewarded for completing Stage 5, Trial 3",0
Lune - Short,Frozen Hearts,1,0,164,11,25,Defeat the Mime,0
Lune - Sirene,Sirene,1,0,164,11,26,Defeat the Mime,0
Lune - Wavy,Yellow Harvest,1,0,164,11,27,"Can be purchased from the Merchant Pinabby for 1,000 Chroma",0
Lune - Voluminous,The Continent,1,0,164,11,28,Defeat the two Mimes northwest to Old Lumiere,0
Maelle - Artist,The Continent,1,0,164,11,29,"Can be purchased from Blabary for 3,000 Chroma",0
Maelle - Baguette,The Reacher,1,0,164,11,30,Defeat the Mime,0
Maelle - Bald,Sunless Cliffs,1,0,164,11,31,Defeat the Mime as Maelle,0
Maelle - Braid,Yellow Harvest,1,0,164,11,32,Defeat the Mime,0
Maelle - Clea,Flying Manor,1,0,164,11,33,Defeat the Mime,0
Maelle - Maelle,Default,1,0,164,11,34,Default haircut,0
Maelle - Double Braid,The Continent,1,0,164,11,35,Can be purchased from Colaro for 2000 Chroma,0
Maelle - Double Braid White,Endless Tower,1,0,164,11,36,"Rewarded for completing Stage 4, Trial 3",0
Maelle - Flowers,DLC,1,0,164,11,37,Deluxe Edition DLC,0
Maelle - French Bob,The Carousel,1,0,164,11,38,Complete Grandis' quest,0
Maelle - Gestral,Camp,1,0,164,11,39,Rewarded by Sastro for finding 1 out of 9 Lost Gestrals,0
Maelle - Gestral White (Missable),Dark Gestral Arena,1,0,164,11,40,Complete all three challenges and win against Golgra to acquire this as a reward (don't let her beat you!),0
Maelle - Messy Bun,The Continent,1,0,164,11,41,Can be purchased from Papasso for 3000 Chroma,0
Maelle - Painted Me,The Reacher,1,0,164,11,42,Acquired as a drop reward for defeating Alicia,0
Maelle - Ponytail,Endless Tower,1,0,164,11,43,"Complete all 33 Trials (11 Stages), and speak to the Fading Woman to obtain this haircut",0
Maelle - Real Maelle,Story,1,0,164,11,44,Start Act III,0
Maelle - Rebellious,The Manor,1,0,164,11,45,Found in the basement. There is an opening on the ground that you can jump into from the kitchen.,0
Maelle - Short,Flying Waters,1,0,164,11,46,Defeat the Mime,0
Maelle - Short White,The Continent,1,0,164,11,47,Can be purchased from Sodasso for 2000 Chroma,0
Maelle - Vintage,The Continent,1,0,164,11,48,Can be purchased from Geranjo for 1000 Chroma,0
Maelle - Voluminous,The Monolith,1,0,164,11,49,Defeat the Mime,0
Sciel - Artist,The Continent,1,0,164,11,50,Can be purchased from Blabary for 3000 Chroma,0
Sciel - Baguette,Esquie's Nest,1,0,164,11,51,Defeat the Mime,0
Sciel - Bald,Sunless Cliffs,1,0,164,11,52,Defeat the Mime as Sciel,0
Sciel - Braid,Old Lumiere,1,0,164,11,53,Defeat the Mime,0
Sciel - Clea,Endless Tower,1,0,164,11,54,"Rewarded for completing Stage 7, Trial 3",0
Sciel - Double Braid,The Continent,1,0,164,11,55,Can be purchased from Sodasso for 2000 Chroma,0
Sciel - Flowers,DLC,1,0,164,11,56,Deluxe Edition DLC,0
Sciel - French Bob,The Continent,1,0,164,11,57,Can be purchased from Pecha for 3000 Chroma,0
Sciel - Gestral,Camp,1,0,164,11,58,Rewarded by Sastro for finding 3 out of 9 Lost Gestrals,0
Sciel - Messy Bun White,Endless Tower,1,0,164,11,59,"Rewarded for completing Stage 6, Trial 3",0
Sciel - Plunging Bob,The Continent,1,0,164,11,60,Can be purchased from Pecha for 2000 Chroma,0
Sciel - Ponytail,Stone Wave Cliffs,1,0,164,11,61,"Can be purchased from Jerijeri the Merchant for 1,000 Chroma",0
Sciel - Rebellious,The Continent,1,0,164,11,62,Can be purchased from Rederi for 2000 Chroma,0
Sciel - Sciel,Default,1,0,164,11,63,Default haircut,0
Sciel - Short Curly,The Continent,1,0,164,11,64,Can be purchased from Appla for 1000 Chroma,0
Sciel - Short,The Continent,1,0,164,11,65,Can be purchased from Papasso for 3000 Chroma,0
Sciel - Vintage,The Continent,1,0,164,11,66,Can be purchased from Colaro for 2000 Chroma,0
Sciel - Voluminous,The Continent,1,0,164,11,67,Defeat the two Mimes northwest to Old Lumiere,0
Verso - Baguette,Visages,1,0,164,11,68,Defeat the Mime,0
Verso - Bald,Sunless Cliffs,1,0,164,11,69,Defeat the Mime as Verso,0
Verso - Bun,The Continent,1,0,164,11,70,Can be purchased from Blackora for 3000 Chroma,0
Verso - Curly,The Continent,1,0,164,11,71,Can be purchased from Sodasso for 2000 Chroma,0
Verso - Expedition White,Endless Tower,1,0,164,11,72,"Rewarded for completing Stage 9, Trial 3",0
Verso - Flowers,DLC,1,0,164,11,73,Deluxe Edition DLC,0
Verso - Gestral,Camp,1,0,164,11,74,Rewarded by Sastro for finding 5 out of 9 Lost Gestrals,0
Verso - Gustave's,The Continent,1,0,164,11,75,Can be purchased from Papasso for 3000 Chroma,0
Verso - Renoir,"Lumiere (Act III, Missable)",1,0,164,11,76,Choose the Verso ending,0
Verso - Samurai,Camp,1,0,164,11,77,"Before reaching Relationship Level 3, Verso will talk to Monoco about cutting his hair. 
Make sure to choose the following dialogue options:
""Yes, my hair is impeccable.""
""Fine!"" When Monoco tells Verso ""You first then.""",0
Verso - Verso,Default,1,0,164,11,78,Default haircut,0
Monoco - Bald,Sunless Cliffs,1,0,164,11,79,Defeat the Mime as Monoco,0
Monoco - Flowers,DLC,1,0,164,11,80,Deluxe Edition DLC,0
Monoco - Monoco,Default,1,0,164,11,81,Default haircut,0
Monoco - Pure,The Continent,1,0,164,11,82,Can be purchased from Lucaroparfe for 2000 Chroma,0
Monoco - Viking,Camp,1,0,164,11,83,"Before reaching Relationship Level 3, Verso will talk to Monoco about cutting his hair. 
Make sure to choose the following dialogue options:
""Yes, my hair is impeccable.""
""Fine!"" When Monoco tells Verso ""You first then.""",0
Gustave - Baguette,Spring Meadows (Missable),1,0,170,11,1,Defeat the Mime,0
Gustave - Civilian,"Lumiere (Act III, Missable)",1,0,170,11,2,Choose the Maelle ending,0
Gustave - Crimson Uniform,"Lumiere (Prologue, Missable)",1,0,170,11,3,"Complete ""A Uniform for Richard's Son"" quest",0
